"","Character","Occupation","Category","appearances","HigherCategory","Rank","Rank2","id"
"1811","Kristy Joe Muller","reality tv star, appeared on VH1's Rock of Love 2","Reality TV Star","1","Entertainer","-0.5","1","1811"
"1812","Lawrence Thompson","reality TV star on Bravo's ""Pregnant in Heels""","Reality TV Star","1","Entertainer","-0.5","1","1812"
"1813","Melinda Doolittle","American singer who finished as the third place finalist on the sixth season of American Idol","Reality TV Star","1","Entertainer","-0.5","1","1813"
"1814","Mercedes ""MJ"" Javid","reality TV star on ""Shahs of Sunset""","Reality TV Star","1","Entertainer","-0.5","1","1814"
"1815","Michael Moloney","decorator and television personality who makes regular appearances on the reality television series Extreme Makeover: Home Edition","Reality TV Star","1","Entertainer","-0.5","1","1815"
"1816","Nicky Hilton","American fashion designer, socialite, and model","Reality TV Star","3","Entertainer","-0.5","1","1816"
"1817","Nicole ""Snooki"" Polizzi","American reality television personality, author, dancer and professional wrestler who is best known for being a cast member of the MTV reality show Jersey Shore","Reality TV Star","8","Entertainer","-0.5","1","1817"
"1818","Paris Hilton","American businesswoman, socialite, television and media personality, model, actress, singer, DJ, and author","Reality TV Star","4","Entertainer","-0.5","1","1818"
"1819","Patti Stanger","American businesswoman and reality television personality","Reality TV Star","1","Entertainer","-0.5","1","1819"
"1820","Paul DiMeo","American TV personality, philanthropist, building designer, and carpenter who is a regular cast member of the reality TV series ""Extreme Makeover: Home Edition""","Reality TV Star","1","Entertainer","-0.5","1","1820"
"1821","Peyton Turner","singer, songwriter, reality TV show personality on VH1's Rock of Love 2","Reality TV Star","1","Entertainer","-0.5","1","1821"
"1822","Phil Robertson","American professional hunter, businessman, and reality television star on the popular television series Duck Dynasty","Reality TV Star","1","Entertainer","-0.5","1","1822"
"1823","Richard Harrison","businessman, reality TV personality, best known for History Channel series ""Pawn Stars""","Reality TV Star","1","Entertainer","-0.5","1","1823"
"1824","Rick Harrison","American, Las Vegas-based businessman and reality television personality, best known from the History Channel series Pawn Stars","Reality TV Star","1","Entertainer","-0.5","1","1824"
"1825","Rob Kardashian","American television personality and businessman","Reality TV Star","2","Entertainer","-0.5","1","1825"
"1826","Ruben Studdard","American R&B, pop and gospel singer","Reality TV Star","1","Entertainer","-0.5","1","1826"
"1827","Rudy Boesch","retired United States Navy SEAL and a two-time competitor on the reality competition show Survivor","Reality TV Star","1","Entertainer","-0.5","1","1827"
"1828","Sanjaya Malakar","American singer, who was a finalist on the sixth season of American Idol","Reality TV Star","2","Entertainer","-0.5","1","1828"
"1829","Shannon Wiseman","reality TV contestant on MTV's ""Wanna Be a VJ?""","Reality TV Star","1","Entertainer","-0.5","1","1829"
"1830","Si Robertson","American television personality, preacher, hunter, outdoorsman, retired U.S. Army soldier, and duck-call maker at Duck Commander","Reality TV Star","1","Entertainer","-0.5","1","1830"
"1831","Susan Boyle","Scottish singer who came to international attention when she appeared as a contestant on the TV programme Britain's Got Talent on 11 April 2009, singing ""I Dreamed a Dream"" from Les Misérables","Reality TV Star","2","Entertainer","-0.5","1","1831"
"1832","Taylor Hicks","American singer who won the fifth season of American Idol","Reality TV Star","2","Entertainer","-0.5","1","1832"
"1833","Theresa Caputo","American television personality best known as a medium on the TLC reality TV series, Long Island Medium","Reality TV Star","1","Entertainer","-0.5","1","1833"
"1834","Thom Filicia","American interior designer, known for his role as an interior design expert on the American television program Queer Eye for the Straight Guy","Reality TV Star","1","Entertainer","-0.5","1","1834"
"1835","Wendy Pepper","fashion designer who appeared on the first season of the reality television show Project Runway, which aired on Bravo, from December 2004 through February 2005","Reality TV Star","1","Entertainer","-0.5","1","1835"
"1836","Willie Robertson","American TV personality, businessman, outdoorsman, hunter, and author","Reality TV Star","1","Entertainer","-0.5","1","1836"
"1837","Alan Mulally","American engineer, business executive, and former President and Chief Executive Officer of the Ford Motor Company","Business Leader","1","Other","1","0.01","1837"
"1838","Carly Fiorina","American businesswoman","Business Leader","2","Other","1","0.01","1838"
"1839","Carolyn Kepcher","American businesswoman, perhaps best known for her regular appearances on the NBC television program The Apprentice","Business Leader","1","Other","1","0.01","1839"
"1840","Charles W. Robinson","American entrepreneur who was involved with many successful business adventures in the mining and shipping industry","Business Leader","1","Other","1","0.01","1840"
"1841","Colonel Harland Sanders","American businessman, best known for founding fast food chicken restaurant chain Kentucky Fried Chicken (now known as KFC) and later acting as the company's brand ambassador and symbol","Business Leader","1","Other","1","0.01","1841"
"1842","David Rockefeller","American former banker who was chairman and chief executive of Chase Manhattan Corporation","Business Leader","2","Other","1","0.01","1842"
"1843","Dov Charney","Canadian-American businessman","Business Leader","1","Other","1","0.01","1843"
"1844","George Ross","executive vice president and senior counsel of the Trump Organization, best known as one of Donald Trump's two advisors on the TV program ""The Apprentice""","Business Leader","1","Other","1","0.01","1844"
"1845","George Soros","Hungarian-American investor, business magnate, and philanthropist","Business Leader","1","Other","1","0.01","1845"
"1846","George Zimmer","American entrepreneur","Business Leader","1","Other","1","0.01","1846"
"1847","Herbert Sandler","Former Co-CEO of Golden West Financial Corporation and World Savings Bank","Business Leader","1","Other","1","0.01","1847"
"1848","Howard Hughes","American businessman, investor, and philanthropist known during his lifetime as one of the most financially successful individuals in the world","Business Leader","3","Other","1","0.01","1848"
"1849","Jim VandeHei","co-founder and CEO of Axios and the former executive editor and co-founder of Politico","Business Leader","1","Other","1","0.01","1849"
"1850","John DeLorean","American engineer and executive in the U.S. automobile industry, widely known for his work at General Motors and as founder of the DeLorean Motor Company","Business Leader","1","Other","1","0.01","1850"
"1851","Lee Iacocca","American automobile executive best known for spearheading the development of Ford Mustang and Pinto cars","Business Leader","5","Other","1","0.01","1851"
"1852","Leona Helmsley","American businesswoman with reputation as ""Queen of Mean"" convicted of tax evasion in 1989","Business Leader","5","Other","1","0.01","1852"
"1853","Marge Schott","managing general partner, president and CEO of Major League Baseball's Cincinnati Reds franchise from 1984 to 1999","Business Leader","1","Other","1","0.01","1853"
"1854","Margrit Mondavi","Swiss-born American businesswoman","Business Leader","1","Other","1","0.01","1854"
"1855","Marion Sandler","former co-CEO (with her husband Herbert Sandler) of Golden West Financial Corporation and World Savings Bank","Business Leader","1","Other","1","0.01","1855"
"1856","Martin Shkreli","American entrepreneur and pharmaceutical executive","Business Leader","1","Other","1","0.01","1856"
"1857","Mary Barra","Chief Executive Officer and Chairperson of the General Motors Company","Business Leader","1","Other","1","0.01","1857"
"1858","Michael Eisner","American businessman, best known as the Chairman and Chief Executive Officer (CEO) of The Walt Disney Company from 1984 until 2005","Business Leader","8","Other","1","0.01","1858"
"1859","Omar Minaya","current, Sr. VP of Baseball Operations for the San Diego Padres","Business Leader","1","Other","1","0.01","1859"
"1860","Richard Branson","English business magnate, investor and philanthropist","Business Leader","3","Other","1","0.01","1860"
"1861","Richard Fuld","American banker best known as the final Chairman and Chief Executive Officer of Lehman Brothers","Business Leader","1","Other","1","0.01","1861"
"1862","Rick Wagoner","American businessman and former Chairman and Chief Executive Officer of General Motors","Business Leader","1","Other","1","0.01","1862"
"1863","Robert Durst","American real estate heir, the son of New York City mogul Seymour Durst, and the elder brother of Douglas Durst, head of the Durst Organization","Business Leader","2","Other","1","0.01","1863"
"1864","Robert Gibbs","Executive Vice President and Global Chief Communications officer of McDonald's, Inc","Business Leader","1","Other","1","0.01","1864"
"1865","Robert Nardelli","businessman, former chariman and CEO of Chrysler","Business Leader","1","Other","1","0.01","1865"
"1866","Roger Goodell","American businessman who is currently the Commissioner of the National Football League (NFL)","Business Leader","2","Other","1","0.01","1866"
"1867","Rosie Pope","British American entrepreneur and businesswoman","Business Leader","1","Other","1","0.01","1867"
